TransactionId,HotelId,CustomerId,TransactionDate,Nights
2354,667,288,2019-08-10,6
2355,926,75,2019-12-30,2
2356,40,683,2019-08-09,5
2357,253,158,2019-01-15,5
2358,110,405,2019-05-15,2
2359,318,75,2019-03-14,7
2360,389,458,2019-07-23,3
2361,23,267,2019-01-11,2
2362,487,612,2019-07-12,5
2363,967,177,2019-11-02,5
2364,412,628,2019-07-05,3
2365,288,186,2019-11-19,2
2366,209,192,2019-11-08,2
2367,296,391,2019-11-16,9
2368,716,495,2019-02-27,3
2369,348,553,2019-01-18,5
2370,909,713,2019-07-14,9
2371,327,564,2019-09-29,5
2372,217,949,2019-10-22,9
2373,438,624,2019-10-22,1
2374,645,681,2019-11-30,6
2375,662,196,2019-08-24,5
2376,940,620,2019-08-07,2
2377,942,990,2019-04-20,3
2378,472,845,2019-08-13,4
2379,871,651,2019-11-15,1
2380,853,193,2019-05-27,6
2381,566,190,2019-01-02,4
2382,922,343,2019-07-14,5
2383,77,503,2019-06-14,9
2384,941,402,2019-03-02,7
2385,303,465,2019-08-09,5
2386,806,224,2019-08-12,5
2387,484,916,2019-06-23,9
2388,723,23,2019-01-15,7
2389,2,869,2019-05-08,9
2390,795,615,2019-08-05,8
2391,668,362,2019-10-09,8
2392,109,329,2019-11-24,4
2393,259,870,2019-12-04,4
2394,163,807,2019-02-18,3
2395,283,139,2019-01-28,6
2396,838,920,2019-10-04,2
2397,451,436,2019-06-23,9
2398,201,524,2019-05-30,6
2399,612,188,2019-03-31,2
2400,992,621,2019-11-13,3
2401,615,509,2019-10-19,9
2402,298,507,2019-11-23,8
2403,1030,281,2019-06-21,4
2404,790,978,2019-11-03,4
2405,24,8,2019-01-18,4
2406,928,761,2019-12-17,6
2407,381,790,2019-05-17,5
2408,590,242,2019-09-05,1
2409,719,554,2019-01-05,5
2410,801,478,2019-05-07,6
2411,848,792,2019-09-11,2
2412,524,350,2019-04-09,9
2413,867,811,2019-11-03,6
2414,157,180,2019-11-28,7
2415,1033,74,2019-01-27,1
2416,848,141,2019-07-04,7
2417,658,737,2019-06-06,1
2418,811,261,2019-09-29,2
2419,534,853,2019-12-19,7
2420,492,115,2019-11-08,9
2421,778,794,2019-02-05,6
2422,776,703,2019-12-23,5
2423,201,307,2019-09-19,8
2424,327,934,2019-10-08,9
2425,352,272,2019-03-19,2
2426,149,822,2019-06-19,7
2427,893,333,2019-09-16,1
2428,866,26,2019-07-25,3
2429,941,523,2019-11-13,9
2430,385,741,2019-08-19,5
2431,82,370,2019-02-12,3
2432,1027,952,2019-05-09,4
2433,886,945,2019-03-20,7
2434,941,115,2019-12-25,7
2435,333,827,2019-03-07,6
2436,718,904,2019-10-11,7
2437,896,300,2019-01-05,6
2438,652,647,2019-08-25,4
2439,955,219,2019-01-26,7
2440,1001,322,2019-09-16,7
2441,310,664,2019-12-18,9
2442,66,728,2019-05-14,1
2443,180,852,2019-01-11,3
2444,459,524,2019-03-01,5
2445,160,467,2019-02-19,3
2446,383,562,2019-01-28,8
2447,832,631,2019-08-19,5
2448,521,267,2019-03-14,9
2449,756,814,2019-06-08,5
2450,59,629,2019-06-25,2
2451,758,871,2019-05-01,8
2452,879,110,2019-07-05,9
2453,534,663,2019-06-06,2
2454,930,955,2019-06-12,8
2455,903,58,2019-10-13,7
2456,574,454,2019-11-07,9
2457,515,240,2019-04-27,5
2458,455,148,2019-02-28,1
2459,55,137,2019-08-05,3
2460,589,927,2019-12-28,9
2461,52,1,2019-11-07,6
2462,242,789,2019-10-05,4
2463,347,90,2019-12-30,9
2464,774,874,2019-04-01,3
2465,71,700,2019-09-09,8
2466,123,782,2019-05-04,8
2467,445,832,2019-08-20,3
2468,207,187,2019-09-11,4
2469,97,665,2019-01-10,5
2470,673,626,2019-01-13,4
2471,379,595,2019-07-15,1
2472,569,698,2019-07-26,1
2473,468,743,2019-02-10,9
2474,576,974,2019-03-25,7
2475,532,305,2019-05-06,3
2476,77,789,2019-11-29,3
2477,574,521,2019-05-27,8
2478,98,633,2019-10-06,1
2479,876,126,2019-02-17,7
2480,17,18,2019-11-19,3
2481,720,926,2019-10-19,5
2482,909,400,2019-03-25,2
2483,1011,768,2019-12-15,7
2484,723,377,2019-05-25,6
2485,827,463,2019-01-10,3
2486,647,387,2019-06-07,5
2487,575,922,2019-09-15,8
2488,485,807,2019-02-17,4
2489,200,384,2019-02-18,5
2490,123,199,2019-02-08,8
2491,313,84,2019-03-21,5
2492,87,226,2019-11-17,7
2493,579,348,2019-05-17,4
2494,282,564,2019-04-28,5
2495,467,602,2019-01-04,8
2496,1043,661,2019-12-18,3
2497,1039,867,2019-08-02,7
2498,598,385,2019-08-14,9
2499,156,351,2019-10-31,1
2500,389,867,2019-08-26,2
2501,889,879,2019-04-21,4
2502,197,317,2019-05-24,5
2503,790,819,2019-06-28,7
2504,210,120,2019-02-08,1
2505,344,534,2019-08-31,9
2506,862,571,2019-11-20,2
2507,1035,409,2019-12-12,4
2508,33,302,2019-01-20,5
2509,1014,379,2019-03-21,4
2510,513,960,2019-10-31,7
2511,397,355,2019-07-17,9
2512,301,711,2019-11-01,8
2513,556,324,2019-05-05,8
2514,274,261,2019-01-07,4
2515,316,887,2019-08-25,1
2516,278,838,2019-09-18,9
2517,890,774,2019-09-08,8
2518,14,749,2019-05-09,6
2519,1001,586,2019-07-18,1
2520,472,842,2019-03-15,7
2521,33,340,2019-11-03,7
2522,488,809,2019-03-20,3
2523,658,546,2019-01-10,4
2524,97,866,2019-11-29,6
2525,653,110,2019-11-25,7
2526,18,916,2019-10-13,2
2527,825,968,2019-08-20,2
2528,507,385,2019-08-04,5
2529,627,248,2019-11-25,5
2530,1032,687,2019-06-26,9
2531,93,233,2019-05-23,2
2532,888,92,2019-06-10,6
2533,443,298,2019-06-08,2
2534,584,272,2019-08-04,2
2535,10,282,2019-05-30,4
2536,394,567,2019-01-02,8
2537,567,122,2019-08-24,2
2538,931,734,2019-10-23,4
2539,311,174,2019-08-10,9
2540,876,830,2019-10-22,9
2541,1021,806,2019-01-11,2
2542,126,171,2019-01-25,4
2543,31,961,2019-07-10,2
2544,641,162,2019-11-11,2
2545,236,615,2019-01-03,3
2546,120,550,2019-01-27,7
2547,790,269,2019-06-02,5
2548,329,638,2019-04-28,8
2549,600,341,2019-10-06,2
2550,769,316,2019-08-31,7
2551,950,353,2019-01-29,4
2552,1001,445,2019-06-10,1
2553,729,552,2019-06-17,1
2554,144,372,2019-08-20,1
2555,653,598,2019-02-01,5
2556,374,739,2019-12-28,3
2557,568,394,2019-05-13,1
2558,1036,404,2019-03-30,1
2559,489,857,2019-02-21,6
2560,453,306,2019-02-21,7
2561,498,298,2019-07-23,6
2562,585,676,2019-10-27,3
2563,813,764,2019-08-23,7
2564,153,822,2019-07-28,7
2565,411,914,2019-08-30,1
2566,769,352,2019-09-02,9
2567,365,751,2019-04-23,6
2568,776,279,2019-10-31,1
2569,702,246,2019-01-01,9
2570,857,336,2019-10-31,2
2571,410,438,2019-12-07,1
2572,181,474,2019-10-29,4
2573,404,74,2019-08-14,2
2574,994,533,2019-01-14,6
2575,533,897,2019-08-12,2
2576,569,563,2019-01-30,4
2577,348,725,2019-12-03,9
2578,373,385,2019-12-12,1
2579,649,442,2019-11-12,4
2580,429,562,2019-07-21,1
2581,965,419,2019-09-15,9
2582,341,362,2019-12-26,6
2583,733,220,2019-09-21,5
2584,1027,118,2019-10-26,7
2585,51,92,2019-04-10,5
2586,451,745,2019-10-22,7
2587,507,949,2019-10-08,9
2588,884,637,2019-04-08,3
2589,734,285,2019-09-29,9
2590,122,252,2019-08-27,9
2591,17,20,2019-07-04,4
2592,393,33,2019-10-13,7
2593,48,822,2019-04-13,7
2594,832,79,2019-10-20,4
2595,850,23,2019-06-20,8
2596,193,772,2019-02-01,6
2597,751,766,2019-07-12,1
2598,881,779,2019-06-07,2
2599,1,163,2019-12-24,9
2600,730,48,2019-11-28,1
2601,581,237,2019-01-22,2
2602,361,645,2019-08-27,1
2603,192,619,2019-07-06,8
2604,315,240,2019-06-18,4
2605,859,697,2019-07-10,3
2606,994,581,2019-04-06,8
2607,358,326,2019-09-06,2
2608,821,325,2019-10-11,6
2609,965,663,2019-02-27,9
2610,798,786,2019-04-17,7
2611,101,574,2019-01-15,4
2612,898,610,2019-04-19,7
2613,82,272,2019-08-12,2
2614,675,880,2019-01-16,8
2615,163,293,2019-11-20,5
2616,143,979,2019-11-09,9
2617,433,618,2019-05-06,6
2618,782,616,2019-07-10,1
2619,413,445,2019-06-29,5
2620,1015,868,2019-10-30,7
2621,1006,286,2019-10-05,3
2622,390,328,2019-11-03,5
2623,67,68,2019-06-04,3
2624,751,598,2019-11-08,4
2625,488,434,2019-06-07,5
2626,669,160,2019-04-19,3
2627,910,311,2019-04-28,1
2628,742,893,2019-01-24,8
2629,545,207,2019-01-31,4
2630,185,713,2019-07-06,9
2631,637,203,2019-03-26,7
2632,504,646,2019-09-19,2
2633,558,95,2019-07-09,7
2634,103,255,2019-08-14,9
2635,697,740,2019-10-25,2
2636,491,122,2019-07-09,3
2637,222,574,2019-11-12,4
2638,871,26,2019-04-18,2
2639,866,992,2019-04-20,8
2640,722,513,2019-03-12,1
2641,119,469,2019-07-29,5
2642,438,306,2019-02-22,1
2643,160,823,2019-04-13,3
2644,656,754,2019-04-22,6
2645,716,356,2019-10-25,8
2646,850,849,2019-06-02,6
2647,626,51,2019-03-29,1
2648,788,99,2019-10-19,5
2649,408,85,2019-11-13,3
2650,768,745,2019-04-27,5
2651,344,346,2019-05-12,5
2652,281,292,2019-10-02,1
2653,230,335,2019-11-28,3
2654,548,554,2019-11-07,4
2655,341,876,2019-03-30,5
2656,943,325,2019-05-15,6
2657,977,679,2019-03-14,1
2658,414,413,2019-09-05,8
2659,982,322,2019-02-01,3
2660,550,909,2019-06-19,9
2661,805,242,2019-10-11,8
2662,716,229,2019-08-10,3
2663,412,99,2019-02-13,1
2664,601,261,2019-12-13,6
2665,71,253,2019-02-19,3
2666,224,359,2019-09-02,9
2667,345,969,2019-04-02,6
2668,358,371,2019-05-04,8
2669,436,181,2019-11-21,7
2670,246,618,2019-08-15,8
2671,551,435,2019-06-11,4
2672,761,608,2019-03-07,8
2673,476,830,2019-02-19,9
2674,558,52,2019-10-02,2
2675,66,230,2019-07-27,1
2676,903,858,2019-01-05,8
2677,276,842,2019-10-06,7
2678,819,970,2019-07-06,6
2679,765,344,2019-01-20,5
2680,136,286,2019-01-25,8
2681,1049,854,2019-08-24,5
2682,488,279,2019-01-23,8
2683,325,866,2019-04-27,8
2684,981,940,2019-06-27,2
2685,988,282,2019-06-28,9
2686,1027,921,2019-05-23,6
2687,1029,683,2019-01-29,3
2688,382,787,2019-05-25,7
2689,918,356,2019-10-14,3
2690,400,514,2019-05-29,5
2691,302,880,2019-10-20,8
2692,786,549,2019-11-07,6
2693,1022,556,2019-09-01,6
2694,73,797,2019-05-21,7
2695,1015,522,2019-06-29,3
2696,705,499,2019-11-18,3
2697,55,945,2019-06-11,7
2698,145,713,2019-04-04,9
2699,343,946,2019-07-04,7
2700,568,6,2019-11-07,5
2701,428,218,2019-05-22,5
2702,303,268,2019-11-04,9
2703,761,333,2019-08-13,9
2704,563,117,2019-07-18,2
2705,181,228,2019-09-24,9
2706,113,913,2019-09-13,3
2707,113,298,2019-02-21,8
2708,853,302,2019-06-03,9
2709,184,345,2019-02-17,8
2710,517,476,2019-01-04,7
2711,72,167,2019-12-15,4
2712,535,377,2019-03-11,5
2713,913,991,2019-01-01,3
2714,113,510,2019-10-08,5
2715,82,79,2019-01-03,4
2716,842,799,2019-02-09,3
2717,522,737,2019-12-05,1
2718,321,162,2019-08-13,7
2719,356,438,2019-07-16,5
2720,885,233,2019-03-23,1
2721,444,188,2019-08-17,3
2722,783,606,2019-01-03,4
2723,208,52,2019-08-19,1
2724,311,654,2019-03-07,8
2725,282,964,2019-03-17,9
2726,671,978,2019-03-07,8
2727,57,862,2019-09-17,3
2728,617,458,2019-12-17,6
2729,727,183,2019-06-07,3
2730,11,53,2019-07-07,8
2731,282,657,2019-06-07,3
2732,566,747,2019-12-22,9
2733,706,682,2019-05-14,8
2734,336,34,2019-10-12,4
2735,48,636,2019-11-27,6
2736,1042,758,2019-04-02,4
2737,402,971,2019-12-07,1
2738,766,213,2019-05-29,6
2739,442,378,2019-04-13,4
2740,243,842,2019-07-17,3
2741,49,550,2019-03-20,7
2742,69,860,2019-07-02,7
2743,29,148,2019-01-06,7
2744,154,13,2019-10-27,8
2745,963,669,2019-03-08,4
2746,239,144,2019-01-18,6
2747,900,824,2019-09-28,3
2748,458,621,2019-07-08,2
2749,76,161,2019-12-11,2
2750,642,351,2019-05-24,3
2751,194,228,2019-01-12,8
2752,132,248,2019-10-25,2
2753,76,428,2019-08-15,9
2754,765,373,2019-08-13,7
2755,618,184,2019-12-17,1
2756,568,6,2019-10-12,2
2757,37,888,2019-09-23,1
2758,12,729,2019-11-03,5
2759,146,74,2019-04-21,7
2760,96,559,2019-03-08,7
2761,437,646,2019-05-30,7
2762,942,806,2019-04-09,6
2763,641,131,2019-03-31,1
2764,75,413,2019-04-12,1
2765,559,215,2019-11-01,5
2766,66,940,2019-09-26,7
2767,772,856,2019-01-05,1
2768,494,792,2019-09-03,1
2769,145,670,2019-01-29,3
2770,902,130,2019-08-11,7
2771,902,910,2019-04-20,9
2772,1032,944,2019-07-30,2
2773,52,202,2019-08-25,2
2774,587,939,2019-12-30,9
2775,181,338,2019-05-09,3
2776,204,908,2019-01-28,8
2777,980,960,2019-05-12,9
2778,855,169,2019-09-12,2
2779,544,839,2019-01-28,8
2780,413,158,2019-10-02,9
2781,548,243,2019-09-03,5
2782,412,209,2019-05-09,1
2783,608,727,2019-10-17,8
2784,765,92,2019-09-14,4
2785,440,955,2019-07-13,2
2786,607,88,2019-06-21,9
2787,696,242,2019-11-24,1
2788,871,498,2019-09-07,4
2789,828,790,2019-03-18,6
2790,407,137,2019-05-20,6
2791,3,860,2019-08-07,3
2792,486,446,2019-07-05,8
2793,852,11,2019-12-02,9
2794,765,654,2019-10-23,7
2795,487,733,2019-03-12,6
2796,171,129,2019-03-06,1
2797,743,707,2019-12-19,4
2798,728,886,2019-06-26,7
2799,999,254,2019-06-09,1
2800,417,284,2019-08-15,7
2801,496,540,2019-12-16,5
2802,454,892,2019-07-10,1
2803,265,327,2019-05-31,2
2804,139,295,2019-01-21,2
2805,138,584,2019-09-20,2
2806,139,208,2019-09-06,1
2807,896,256,2019-07-21,9
2808,677,579,2019-04-28,4
2809,517,435,2019-12-02,5
2810,200,321,2019-02-06,9
2811,225,748,2019-01-22,8
2812,742,513,2019-07-02,3
2813,969,49,2019-10-18,5
2814,88,924,2019-05-12,8
2815,1019,950,2019-09-08,4
2816,84,241,2019-11-25,8
2817,448,832,2019-07-15,1
2818,921,269,2019-08-05,2
2819,347,667,2019-09-19,3
2820,526,956,2019-09-06,4
2821,465,893,2019-07-03,4
2822,35,579,2019-05-27,4
2823,49,838,2019-09-25,4
2824,198,826,2019-10-12,7
2825,564,175,2019-01-28,1
2826,1027,927,2019-07-22,5
2827,594,40,2019-09-14,7
2828,291,394,2019-11-05,1
2829,1018,698,2019-01-30,7
2830,701,861,2019-10-07,7
2831,120,254,2019-10-20,8
2832,167,12,2019-07-22,7
2833,470,288,2019-07-19,1
2834,68,181,2019-12-07,8
2835,348,171,2019-03-02,3
2836,1038,366,2019-07-16,8
2837,415,649,2019-11-22,5
2838,945,163,2019-12-09,3
2839,693,651,2019-08-24,9
2840,318,83,2019-06-09,8
2841,424,97,2019-05-13,2
2842,1038,376,2019-08-02,6
2843,270,366,2019-02-14,9
2844,190,368,2019-12-14,4
2845,757,464,2019-08-15,9
2846,109,308,2019-09-10,4
2847,981,934,2019-05-30,4
2848,1001,37,2019-03-04,3
2849,438,282,2019-06-01,6
2850,499,651,2019-08-19,1
2851,590,684,2019-01-25,9
2852,767,1,2019-12-05,4
2853,727,560,2019-04-17,7
2854,190,948,2019-10-01,5
2855,708,166,2019-04-29,3
2856,508,976,2019-12-07,1
2857,368,625,2019-01-27,1
2858,1041,962,2019-02-18,8
2859,1045,935,2019-07-17,7
2860,472,145,2019-03-04,4
2861,60,94,2019-06-05,8
2862,1032,342,2019-03-11,2
2863,868,420,2019-07-21,5
2864,254,67,2019-07-28,2
2865,708,180,2019-06-21,3
2866,257,254,2019-03-18,5
2867,270,964,2019-09-14,3
2868,845,542,2019-04-12,4
2869,629,516,2019-07-26,5
2870,1020,196,2019-09-18,9
2871,193,810,2019-04-02,8
2872,849,130,2019-09-19,1
2873,152,191,2019-09-21,2
2874,938,719,2019-10-17,2
2875,602,255,2019-08-14,4
2876,594,133,2019-03-24,8
2877,261,271,2019-06-07,7
2878,1008,892,2019-03-20,1
2879,56,947,2019-02-28,1
2880,923,462,2019-08-19,9
2881,868,214,2019-01-28,7
2882,826,919,2019-12-13,4
2883,783,228,2019-03-17,8
2884,507,490,2019-10-19,1
2885,136,735,2019-05-07,7
2886,168,998,2019-09-22,9
2887,197,255,2019-07-12,3
2888,386,494,2019-08-20,6
2889,981,372,2019-05-03,8
2890,587,544,2019-09-08,1
2891,267,474,2019-04-02,2
2892,319,12,2019-07-31,2
2893,108,296,2019-11-16,3
2894,905,604,2019-04-16,3
2895,207,933,2019-07-15,1
2896,618,806,2019-05-26,4
2897,937,429,2019-11-26,5
2898,854,88,2019-09-09,3
2899,683,455,2019-02-05,1
2900,258,602,2019-10-01,6
2901,721,819,2019-10-13,1
2902,150,134,2019-09-28,2
2903,7,332,2019-09-27,1
2904,387,811,2019-02-24,2
2905,93,636,2019-05-09,3
2906,66,170,2019-03-27,3
2907,181,385,2019-03-26,7
2908,454,604,2019-05-29,7
2909,1017,245,2019-12-04,8
2910,519,364,2019-12-24,2
2911,712,121,2019-05-18,3
2912,698,401,2019-08-06,1
2913,481,908,2019-04-06,1
2914,726,166,2019-12-28,6
2915,1047,742,2019-02-28,6
2916,418,698,2019-07-25,2
2917,691,102,2019-06-24,8
2918,495,195,2019-04-21,9
2919,593,831,2019-04-08,5
2920,399,238,2019-10-21,1
2921,651,183,2019-08-25,5
2922,700,780,2019-10-09,6
2923,782,909,2019-07-16,8
2924,669,598,2019-02-09,3
2925,523,384,2019-02-15,6
2926,973,42,2019-09-19,5
2927,205,127,2019-11-07,2
2928,1049,891,2019-04-24,5
2929,855,698,2019-09-09,4
2930,433,317,2019-04-07,4
2931,938,38,2019-07-08,7
2932,831,324,2019-07-01,6
2933,439,264,2019-08-14,5
2934,568,835,2019-09-04,1
2935,672,366,2019-06-12,5
2936,525,675,2019-12-21,7
2937,9,748,2019-04-10,4
2938,915,26,2019-04-09,3
2939,921,864,2019-04-05,7
2940,791,3,2019-11-28,7
2941,496,275,2019-10-20,6
2942,24,65,2019-10-03,2
2943,375,389,2019-08-18,5
2944,1013,932,2019-08-26,6
2945,938,904,2019-11-30,1
2946,915,708,2019-08-15,9
2947,140,581,2019-11-19,8
2948,906,487,2019-07-30,5
2949,816,972,2019-08-24,6
2950,227,379,2019-06-17,8
2951,555,3,2019-09-18,1
2952,872,694,2019-08-18,9
2953,330,855,2019-12-19,9
2954,283,598,2019-09-10,2
2955,672,173,2019-10-05,1
2956,515,475,2019-12-19,7
2957,300,108,2019-11-22,6
2958,501,251,2019-08-31,4
2959,180,506,2019-08-24,4
2960,759,284,2019-03-07,4
2961,134,188,2019-09-08,3
2962,176,334,2019-06-29,1
2963,188,851,2019-01-26,8
2964,242,827,2019-12-14,3
2965,323,724,2019-08-03,3
2966,926,369,2019-11-06,2
2967,272,4,2019-08-31,6
2968,165,228,2019-06-20,3
2969,312,821,2019-05-04,9
2970,847,441,2019-01-08,8
2971,861,59,2019-11-04,4
2972,900,741,2019-01-21,5
2973,244,104,2019-08-19,9
2974,1024,161,2019-07-03,3
2975,486,87,2019-12-18,3
2976,980,298,2019-10-02,2
2977,88,740,2019-09-09,6
2978,338,89,2019-03-16,5
2979,359,71,2019-04-13,4
2980,125,969,2019-04-04,3
2981,503,224,2019-11-24,2
2982,306,564,2019-03-19,9
2983,814,204,2019-05-12,2
2984,24,760,2019-05-22,2
2985,634,926,2019-02-07,7
2986,213,54,2019-09-02,2
2987,485,158,2019-05-01,4
2988,253,6,2019-05-28,8
2989,831,557,2019-05-22,8
2990,165,36,2019-06-16,1
2991,960,969,2019-02-10,5
2992,409,745,2019-03-21,6
2993,710,566,2019-03-18,5
2994,313,81,2019-08-17,6
2995,228,603,2019-12-02,1
2996,416,271,2019-04-08,3
2997,303,543,2019-10-09,8
2998,664,876,2019-12-24,3
2999,54,914,2019-07-19,5
3000,874,615,2019-06-01,3
3001,10,625,2019-02-20,8
3002,448,361,2019-11-27,6
3003,572,778,2019-07-22,8
3004,868,668,2019-10-13,8
3005,316,952,2019-04-28,2
3006,722,810,2019-09-10,2
3007,309,885,2019-04-16,4
3008,828,525,2019-02-01,6
3009,358,869,2019-07-02,9
3010,549,274,2019-12-12,8
3011,105,76,2019-06-24,3
3012,901,259,2019-03-05,7
3013,621,695,2019-10-18,5
3014,703,979,2019-09-24,1
3015,105,731,2019-07-15,8
3016,937,633,2019-12-27,9
3017,771,310,2019-01-06,8
3018,453,525,2019-11-18,6
3019,603,504,2019-05-22,9
3020,394,783,2019-10-13,2
3021,695,603,2019-03-02,1
3022,1001,937,2019-08-08,2
3023,880,92,2019-01-21,1
3024,910,673,2019-09-02,5
3025,929,883,2019-02-25,2
3026,475,283,2019-05-03,2
3027,542,957,2019-09-16,6
3028,799,896,2019-05-25,7
3029,763,684,2019-04-03,4
3030,68,22,2019-05-27,4
3031,441,232,2019-06-05,7
3032,517,292,2019-04-01,2
3033,401,909,2019-06-20,5
3034,710,603,2019-05-25,5
3035,156,3,2019-02-27,5
3036,817,882,2019-10-24,4
3037,749,377,2019-10-01,2
3038,187,847,2019-03-26,3
3039,11,998,2019-01-28,1
3040,97,791,2019-09-28,3
3041,522,968,2019-02-13,7
3042,918,252,2019-01-01,6
3043,165,180,2019-05-28,4
3044,9,469,2019-08-17,2
3045,532,269,2019-09-27,2
3046,336,399,2019-08-18,8
3047,620,162,2019-07-23,3
3048,934,357,2019-04-08,7
3049,261,446,2019-06-08,4
3050,964,344,2019-08-25,1
3051,7,274,2019-08-19,2
3052,155,263,2019-03-27,3
3053,836,823,2019-12-18,9
3054,153,58,2019-07-19,8
3055,701,860,2019-08-14,1
3056,286,300,2019-05-24,5
3057,183,545,2019-01-10,8
3058,557,88,2019-08-02,5
3059,701,174,2019-12-23,9
3060,711,893,2019-05-25,1
3061,306,293,2019-01-07,8
3062,295,718,2019-07-16,8
3063,908,485,2019-11-16,2
3064,713,101,2019-03-24,4
3065,188,28,2019-09-19,4
3066,934,622,2019-08-04,6
3067,388,544,2019-01-18,9
3068,712,646,2019-03-26,3
3069,341,428,2019-02-20,3
3070,693,548,2019-08-26,9
3071,94,673,2019-03-03,7
3072,714,688,2019-06-28,2
3073,497,633,2019-04-20,3
3074,230,939,2019-06-09,1
3075,563,45,2019-10-12,7
3076,217,324,2019-07-12,4
3077,884,803,2019-04-24,5
3078,645,1,2019-11-08,3
3079,642,548,2019-04-01,6
3080,934,660,2019-02-08,5
3081,57,702,2019-04-19,1
3082,51,718,2019-04-13,5
3083,91,493,2019-03-09,9
3084,1002,243,2019-04-30,9
3085,482,969,2019-07-17,2
3086,784,83,2019-07-11,4
3087,57,185,2019-05-06,2
3088,167,732,2019-03-15,4
3089,185,541,2019-02-15,9
3090,583,419,2019-02-21,2
3091,351,779,2019-06-27,6
3092,241,705,2019-03-06,1
3093,640,509,2019-05-30,7
3094,515,267,2019-01-09,4
3095,397,576,2019-05-01,1
3096,699,937,2019-10-21,2
3097,689,664,2019-12-08,7
3098,493,910,2019-12-01,3
3099,339,551,2019-02-09,5
3100,891,759,2019-02-06,5
3101,844,907,2019-08-17,1
3102,359,678,2019-02-21,2
3103,263,142,2019-04-24,5
3104,438,67,2019-04-11,1
3105,31,176,2019-03-16,1
3106,109,604,2019-08-21,5
3107,161,781,2019-07-27,9
3108,496,152,2019-01-01,7
3109,775,887,2019-12-05,6
3110,241,107,2019-03-13,2
3111,456,901,2019-11-26,2
3112,780,588,2019-05-08,1
3113,876,733,2019-05-02,5
3114,811,790,2019-05-16,5
3115,764,373,2019-05-27,3
3116,452,572,2019-06-19,3
3117,180,765,2019-02-15,4
3118,231,340,2019-01-16,1
3119,811,408,2019-10-18,4
3120,667,805,2019-04-28,6
3121,166,890,2019-04-11,3
3122,972,713,2019-11-20,9
3123,181,733,2019-09-13,8
3124,467,771,2019-02-26,3
3125,11,463,2019-12-03,6
3126,381,775,2019-10-14,6
3127,925,973,2019-05-03,1
3128,856,876,2019-10-08,4
3129,354,495,2019-03-14,4
3130,491,805,2019-03-26,1
3131,955,607,2019-09-16,4
3132,118,651,2019-12-13,4
3133,690,20,2019-08-25,3
3134,398,589,2019-07-27,6
3135,100,868,2019-01-19,6
3136,304,74,2019-07-10,3
3137,896,305,2019-08-18,4
3138,709,421,2019-03-12,1
3139,303,725,2019-01-12,8
3140,188,896,2019-05-25,1
3141,957,495,2019-12-04,5
3142,860,543,2019-05-23,3
3143,41,898,2019-12-11,1
3144,128,799,2019-06-21,2
3145,950,701,2019-05-20,6
3146,514,431,2019-06-04,1
3147,413,317,2019-05-30,9
3148,71,416,2019-11-10,3
3149,425,989,2019-07-28,1
3150,1047,320,2019-12-29,8
3151,494,310,2019-04-20,3
3152,723,247,2019-04-22,8
3153,44,145,2019-01-26,6
3154,780,778,2019-06-22,4
3155,629,791,2019-05-23,9
3156,25,449,2019-07-26,1
3157,984,393,2019-07-15,6
3158,662,248,2019-09-04,4
3159,658,631,2019-03-14,7
3160,950,983,2019-07-08,7
3161,778,155,2019-06-27,7
3162,712,203,2019-05-15,4
3163,667,479,2019-04-14,2
3164,1021,408,2019-09-25,5
3165,463,76,2019-03-02,2
3166,154,985,2019-06-05,7
3167,569,73,2019-10-13,9
3168,816,388,2019-05-24,9
3169,680,472,2019-10-16,3
3170,1002,29,2019-12-30,7
3171,261,587,2019-01-15,5
3172,211,984,2019-05-10,4
3173,568,195,2019-03-19,7
3174,376,960,2019-11-12,4
3175,1034,692,2019-06-08,3
3176,1048,152,2019-04-11,5
3177,95,648,2019-02-10,5
3178,880,648,2019-02-01,5
3179,355,684,2019-12-07,1
3180,740,52,2019-12-29,9
3181,977,237,2019-05-23,2
3182,192,91,2019-01-29,4
3183,667,630,2019-11-17,5
3184,406,392,2019-08-23,8
3185,363,541,2019-07-27,3
3186,87,394,2019-10-27,5
3187,219,998,2019-03-16,6
3188,323,995,2019-08-10,5
3189,623,977,2019-04-06,6
3190,26,955,2019-09-09,8
3191,816,832,2019-07-11,6
3192,232,102,2019-06-29,7
3193,311,602,2019-08-20,9
3194,638,261,2019-08-20,2
3195,180,57,2019-01-15,5
3196,205,525,2019-04-26,8
3197,29,530,2019-05-19,5
3198,339,624,2019-12-24,6
3199,258,561,2019-06-13,6
3200,919,288,2019-12-08,2
3201,987,742,2019-02-28,9
3202,457,77,2019-07-07,5
3203,588,742,2019-11-23,5
3204,894,512,2019-05-31,5
3205,176,791,2019-03-31,7
3206,182,258,2019-02-08,1
3207,347,287,2019-07-12,8
3208,950,283,2019-03-29,5
3209,835,483,2019-04-24,8
3210,910,895,2019-06-17,6
3211,265,66,2019-08-06,6
3212,30,10,2019-05-17,4
3213,765,662,2019-08-25,2
3214,875,151,2019-03-01,2
3215,715,870,2019-09-23,1
3216,235,620,2019-01-19,7
3217,430,947,2019-10-12,2
3218,578,994,2019-03-09,3
3219,1021,180,2019-10-09,9
3220,521,810,2019-04-16,4
3221,664,352,2019-04-26,8
3222,191,692,2019-05-10,1
3223,221,548,2019-12-28,9
